vehicle_id,vehicle_tier,driver_name,route,speed_kmh,fuel_level_pct,fuel_efficiency_kmpl,engine_health_score,cargo_weight_kg,engine_rpm,speed_category,fuel_status,is_night_shift,is_anomaly,alert_severity
GT-016,OLD,Dinesh Shukla,Nagpur-Aurangabad,80.08,38.49,12.33,72.9,2349,3397,FAST,LOW,0,0,NONE
GT-038,NEW,Lokesh Verma,Mumbai-Solapur,106.52,57.18,73.26,96.5,7898,1029,OVERSPEEDING,NORMAL,1,1,WARNING
GT-049,NEW,Suresh Yadav,Goa-Pune,43.51,57.2,32.74,100.0,8322,1532,MODERATE,NORMAL,0,0,NONE
GT-022,MID,Rajesh Kumar,Pune-Nagpur,91.16,62.48,44.04,74.4,3975,2549,OVERSPEEDING,NORMAL,1,0,NONE
GT-029,MID,Manoj Gupta,Mumbai-Nashik,95.75,64.65,56.89,91.2,4814,2433,OVERSPEEDING,NORMAL,1,0,NONE
GT-023,MID,Rajesh Kumar,Solapur-Nagpur,41.28,78.34,11.96,75.2,9837,2833,MODERATE,NORMAL,0,0,NONE
GT-050,NEW,Lokesh Verma,Pune-Aurangabad,81.43,61.09,41.74,97.7,2368,1803,FAST,NORMAL,1,0,NONE
GT-002,OLD,Lokesh Verma,Pune-Nagpur,49.96,51.48,11.15,68.5,7131,3674,MODERATE,NORMAL,0,0,NONE
GT-040,NEW,Suresh Yadav,Nashik-Nagpur,65.87,90.89,49.68,91.2,4361,1980,FAST,NORMAL,0,0,NONE
GT-048,NEW,Vinod Yadav,Goa-Pune,76.74,57.03,98.76,97.6,4342,1533,FAST,NORMAL,0,0,NONE
GT-003,OLD,Rohit Chauhan,Pune-Nashik,59.56,40.08,10.94,80.1,3775,2530,MODERATE,LOW,0,0,NONE
GT-040,NEW,Manoj Gupta,Solapur-Nagpur,111.97,59.1,106.54,93.0,9678,2175,OVERSPEEDING,NORMAL,1,1,CRITICAL
GT-016,OLD,Satish Kumar,Mumbai-Nagpur,83.05,23.19,15.33,76.1,7757,3220,FAST,LOW,1,0,NONE
GT-045,NEW,Mukesh Singh,Mumbai-Pune,77.96,95.05,44.4,85.8,1562,2361,FAST,NORMAL,0,0,NONE
GT-022,MID,Naresh Bhatia,Nashik-Nagpur,55.15,41.52,17.57,83.4,7494,2514,MODERATE,LOW,0,0,NONE
GT-031,MID,Mukesh Singh,Pune-Solapur,85.11,54.53,24.63,80.3,4131,3080,FAST,NORMAL,1,0,NONE
GT-004,OLD,Deepak Tiwari,Mumbai-Solapur,31.11,35.47,4.92,67.7,991,3602,MODERATE,LOW,0,0,NONE
GT-032,MID,Umesh Kapoor,Mumbai-Solapur,40.15,53.23,17.57,74.7,6720,2847,MODERATE,NORMAL,0,0,NONE
GT-005,OLD,Manoj Gupta,Pune-Kolhapur,87.82,20.76,25.95,73.5,7544,3323,FAST,LOW,1,0,NONE
GT-024,MID,Vinod Yadav,Mumbai-Goa,76.59,77.05,27.71,80.2,4233,2956,FAST,NORMAL,0,0,NONE
GT-015,OLD,Ganesh Rao,Mumbai-Nagpur,60.97,43.5,17.75,78.8,3560,2771,FAST,LOW,0,0,NONE
GT-036,NEW,Dinesh Shukla,Mumbai-Nagpur,59.22,94.29,41.35,88.1,2076,2008,MODERATE,NORMAL,0,0,NONE
GT-030,MID,Sanjay Mishra,Goa-Pune,45.62,41.15,16.35,81.1,6744,2191,MODERATE,LOW,0,0,NONE
GT-031,MID,Girish Patil,Mumbai-Nagpur,34.28,71.19,12.69,85.9,1183,2963,MODERATE,NORMAL,0,0,NONE
GT-039,NEW,Rohit Chauhan,Pune-Aurangabad,95.18,59.33,87.0,96.8,8263,1483,OVERSPEEDING,NORMAL,1,0,NONE
GT-025,MID,Mahesh Iyer,Goa-Pune,32.37,33.66,11.26,80.3,3324,2106,MODERATE,LOW,0,0,NONE
GT-040,NEW,Deepak Tiwari,Mumbai-Goa,73.91,54.36,45.09,91.7,9795,2141,FAST,NORMAL,1,0,NONE
GT-032,MID,Harish Tomar,Mumbai-Pune,108.58,51.65,39.07,73.3,3363,2643,OVERSPEEDING,NORMAL,1,1,WARNING
GT-031,MID,Pradeep Nair,Mumbai-Nashik,76.59,35.02,37.02,83.6,8663,2430,FAST,LOW,0,0,NONE
GT-038,NEW,Bharat Sharma,Pune-Solapur,106.29,79.6,89.39,96.1,9398,1331,OVERSPEEDING,NORMAL,1,1,WARNING
GT-023,MID,Vikram Sharma,Pune-Aurangabad,57.72,46.85,20.85,79.2,3516,2714,MODERATE,LOW,0,0,NONE
GT-023,MID,Prem Chauhan,Pune-Aurangabad,115.14,60.43,45.78,74.8,5859,2826,OVERSPEEDING,NORMAL,1,1,CRITICAL
GT-009,OLD,Mukesh Singh,Mumbai-Goa,65.14,17.69,12.92,72.0,4777,3081,FAST,CRITICAL,0,0,NONE
GT-034,MID,Umesh Kapoor,Nagpur-Aurangabad,79.45,67.62,36.03,88.1,9977,2108,FAST,NORMAL,0,0,NONE
GT-013,OLD,Ganesh Rao,Pune-Nagpur,62.36,35.35,19.18,76.3,8570,3049,FAST,LOW,0,0,NONE
GT-034,MID,Navin Joshi,Pune-Nagpur,76.03,39.7,37.03,77.5,2314,2320,FAST,LOW,0,0,NONE
GT-024,MID,Amit Singh,Goa-Pune,54.57,42.15,18.19,77.2,1236,2541,MODERATE,LOW,0,0,NONE
GT-004,OLD,Ravi Patel,Mumbai-Goa,92.89,46.3,24.6,68.1,5400,3785,OVERSPEEDING,LOW,1,0,NONE
GT-013,OLD,Rakesh Gupta,Solapur-Nagpur,109.75,38.55,32.77,80.9,6918,3021,OVERSPEEDING,LOW,1,1,WARNING
GT-050,NEW,Girish Patil,Mumbai-Goa,33.2,77.5,42.29,93.7,7240,2115,MODERATE,NORMAL,0,0,NONE
GT-045,NEW,Vinod Yadav,Solapur-Nagpur,84.88,68.38,89.07,85.6,2856,2037,FAST,NORMAL,0,0,NONE
GT-044,NEW,Santosh Joshi,Nashik-Aurangabad,71.91,71.06,64.55,90.3,8862,2113,FAST,NORMAL,1,0,NONE
GT-004,OLD,Arjun Verma,Nashik-Aurangabad,53.3,22.71,12.9,62.6,5541,4111,MODERATE,LOW,0,0,NONE
GT-008,OLD,Mahesh Iyer,Solapur-Nagpur,56.5,28.05,9.39,72.5,2719,2905,MODERATE,LOW,0,0,NONE
GT-050,NEW,Ravi Patel,Pune-Aurangabad,103.7,68.53,96.74,91.0,3257,1976,OVERSPEEDING,NORMAL,1,1,WARNING
GT-013,OLD,Lokesh Verma,Pune-Kolhapur,111.76,54.53,24.59,80.3,2835,2954,OVERSPEEDING,NORMAL,1,1,CRITICAL
GT-050,NEW,Amit Singh,Solapur-Nagpur,82.03,97.29,65.73,91.6,3328,1978,FAST,NORMAL,1,0,NONE
GT-031,MID,Ramesh Pandey,Pune-Aurangabad,91.99,76.82,45.27,90.9,6576,2385,OVERSPEEDING,NORMAL,1,0,NONE
GT-006,OLD,Prakash Nair,Pune-Solapur,65.11,64.64,10.82,70.3,5750,3645,FAST,NORMAL,0,0,NONE
GT-024,MID,Sanjay Mishra,Pune-Nagpur,81.12,31.74,37.45,85.9,7799,2651,FAST,LOW,0,0,NONE
GT-048,NEW,Ravi Patel,Pune-Aurangabad,74.98,95.63,56.46,98.8,2535,1610,FAST,NORMAL,0,0,NONE
GT-010,OLD,Rajesh Kumar,Aurangabad-Kolhapur,93.93,37.41,20.21,74.6,9719,3690,OVERSPEEDING,LOW,1,0,NONE
GT-036,NEW,Satish Kumar,Nashik-Aurangabad,38.24,69.62,26.1,92.5,7278,1724,MODERATE,NORMAL,0,0,NONE
GT-002,OLD,Deepak Tiwari,Pune-Kolhapur,109.96,63.01,31.12,64.1,6854,3422,OVERSPEEDING,NORMAL,1,1,WARNING
GT-005,OLD,Mukesh Singh,Mumbai-Pune,110.53,25.03,31.44,70.9,769,3527,OVERSPEEDING,LOW,1,1,CRITICAL
GT-020,MID,Harish Tomar,Nashik-Aurangabad,94.78,55.12,34.76,79.9,5496,2441,OVERSPEEDING,NORMAL,1,0,NONE
GT-016,OLD,Bharat Sharma,Mumbai-Solapur,63.78,55.68,10.51,70.3,7685,3363,FAST,NORMAL,0,0,NONE
GT-042,NEW,Harish Tomar,Mumbai-Pune,40.76,53.38,23.12,87.3,1767,1499,MODERATE,NORMAL,0,0,NONE
GT-017,OLD,Girish Patil,Mumbai-Nashik,75.41,20.34,16.42,67.3,9732,3704,FAST,LOW,1,0,NONE
GT-015,OLD,Deepak Tiwari,Aurangabad-Kolhapur,59.11,45.13,14.56,71.0,6330,2980,MODERATE,LOW,0,0,NONE
GT-050,NEW,Rajesh Kumar,Kolhapur-Mumbai,83.46,50.17,73.4,98.1,1131,1884,FAST,NORMAL,1,0,NONE
GT-050,NEW,Ravi Patel,Pune-Nashik,94.13,75.97,81.71,96.0,4863,1936,OVERSPEEDING,NORMAL,1,0,NONE
GT-050,NEW,Naresh Bhatia,Pune-Nashik,86.52,50.11,103.62,100.0,5810,1633,FAST,NORMAL,1,0,NONE
GT-049,NEW,Prem Chauhan,Mumbai-Goa,74.87,53.5,62.13,100.0,4703,1887,FAST,NORMAL,0,0,NONE
GT-007,OLD,Vikram Sharma,Solapur-Nagpur,70.56,40.44,17.34,76.8,3909,3174,FAST,LOW,0,0,NONE
GT-009,OLD,Ravi Patel,Mumbai-Pune,81.46,56.6,16.23,68.2,7266,3246,FAST,NORMAL,1,0,NONE
GT-046,NEW,Mukesh Singh,Pune-Nashik,97.2,94.74,79.22,100.0,6952,1394,OVERSPEEDING,NORMAL,1,0,NONE
GT-027,MID,Suresh Yadav,Pune-Solapur,76.47,53.83,30.61,81.4,1082,2607,FAST,NORMAL,0,0,NONE
GT-047,NEW,Ravi Patel,Nashik-Aurangabad,83.43,60.8,101.25,97.2,6050,1859,FAST,NORMAL,1,0,NONE
GT-042,NEW,Prakash Nair,Mumbai-Nagpur,114.54,95.38,62.97,100.0,9923,1546,OVERSPEEDING,NORMAL,1,1,CRITICAL
GT-045,NEW,Satish Kumar,Mumbai-Pune,69.28,69.47,82.28,95.2,1314,1996,FAST,NORMAL,0,0,NONE
GT-007,OLD,Bharat Sharma,Pune-Aurangabad,69.38,17.45,14.01,64.3,5276,3765,FAST,CRITICAL,0,0,NONE
GT-034,MID,Santosh Joshi,Mumbai-Solapur,114.76,61.53,44.29,79.4,4433,2038,OVERSPEEDING,NORMAL,1,1,CRITICAL
GT-044,NEW,Prem Chauhan,Nashik-Aurangabad,85.19,60.3,67.03,91.6,2535,1873,FAST,NORMAL,1,0,NONE
GT-024,MID,Anil Dubey,Solapur-Nagpur,37.93,54.79,18.01,80.8,3259,2718,MODERATE,NORMAL,0,0,NONE
GT-010,OLD,Naresh Bhatia,Nashik-Nagpur,114.37,41.9,36.16,76.2,734,3299,OVERSPEEDING,LOW,1,1,CRITICAL
GT-007,OLD,Umesh Kapoor,Aurangabad-Kolhapur,37.57,28.01,6.16,68.6,3626,3221,MODERATE,LOW,0,0,NONE
GT-015,OLD,Ramesh Pandey,Mumbai-Pune,97.11,64.15,21.39,75.2,4573,3056,OVERSPEEDING,NORMAL,1,0,NONE
GT-026,MID,Satish Kumar,Kolhapur-Mumbai,82.66,47.65,25.13,83.5,5303,2161,FAST,LOW,0,0,NONE
GT-032,MID,Rohit Chauhan,Nashik-Aurangabad,53.46,44.97,20.57,80.2,8222,2899,MODERATE,LOW,0,0,NONE
GT-044,NEW,Amit Singh,Pune-Nagpur,84.89,63.11,128.23,100.0,1310,1567,FAST,NORMAL,0,0,NONE
GT-018,MID,Amit Singh,Nashik-Aurangabad,68.36,58.28,22.16,86.7,6983,2936,FAST,NORMAL,0,0,NONE
GT-040,NEW,Bharat Sharma,Aurangabad-Kolhapur,76.08,56.01,52.43,95.4,2265,1639,FAST,NORMAL,0,0,NONE
GT-013,OLD,Pradeep Nair,Mumbai-Nashik,79.56,16.2,15.34,72.2,3582,3182,FAST,CRITICAL,0,0,NONE
GT-043,NEW,Rohit Chauhan,Mumbai-Pune,117.51,92.83,89.98,95.7,3673,1262,OVERSPEEDING,NORMAL,1,1,CRITICAL
GT-022,MID,Rajesh Kumar,Pune-Kolhapur,81.15,66.34,53.46,80.4,1097,2792,FAST,NORMAL,1,0,NONE
GT-010,OLD,Ramesh Pandey,Pune-Solapur,85.79,50.54,13.94,71.2,9654,3792,FAST,NORMAL,1,0,NONE
GT-042,NEW,Harish Tomar,Kolhapur-Mumbai,59.6,93.71,46.82,93.0,2743,1663,MODERATE,NORMAL,0,0,NONE
GT-045,NEW,Mahesh Iyer,Solapur-Nagpur,56.74,79.49,102.79,88.8,6086,2407,MODERATE,NORMAL,0,0,NONE
GT-023,MID,Ganesh Rao,Nagpur-Aurangabad,74.53,73.49,44.05,85.5,3333,2815,FAST,NORMAL,0,0,NONE
GT-008,OLD,Dinesh Shukla,Solapur-Nagpur,71.02,37.5,22.19,73.9,6026,2911,FAST,LOW,0,0,NONE
GT-007,OLD,Navin Joshi,Mumbai-Solapur,37.72,39.28,8.48,66.5,1735,3603,MODERATE,LOW,0,0,NONE
GT-001,OLD,Prakash Nair,Solapur-Nagpur,112.34,23.34,28.4,78.5,580,2731,OVERSPEEDING,LOW,1,1,CRITICAL
GT-006,OLD,Dinesh Shukla,Goa-Pune,46.55,47.86,8.51,68.7,6141,3817,MODERATE,LOW,0,0,NONE
GT-033,MID,Vinod Yadav,Pune-Solapur,118.78,32.77,78.3,82.9,4725,3053,OVERSPEEDING,LOW,1,1,CRITICAL
GT-031,MID,Lokesh Verma,Mumbai-Goa,92.31,38.03,61.46,78.3,2971,2513,OVERSPEEDING,LOW,1,0,NONE
GT-031,MID,Harish Tomar,Pune-Solapur,98.2,63.56,36.1,82.0,7999,3050,OVERSPEEDING,NORMAL,1,0,NONE
GT-026,MID,Suresh Yadav,Pune-Nagpur,87.75,58.74,28.98,80.5,6472,2327,FAST,NORMAL,1,0,NONE
GT-005,OLD,Vikram Sharma,Pune-Aurangabad,57.0,60.89,15.44,70.3,3468,3838,MODERATE,NORMAL,0,0,NONE
GT-038,NEW,Deepak Tiwari,Mumbai-Solapur,75.02,64.4,94.6,95.7,3436,1254,FAST,NORMAL,1,0,NONE
GT-010,OLD,Anil Dubey,Pune-Nashik,69.42,31.58,11.47,72.6,4107,3563,FAST,LOW,0,0,NONE
GT-016,OLD,Amit Singh,Nashik-Aurangabad,61.03,58.66,10.21,65.3,6739,3600,FAST,NORMAL,0,0,NONE
GT-034,MID,Arjun Verma,Pune-Solapur,94.45,62.41,56.56,82.2,1323,2122,OVERSPEEDING,NORMAL,1,0,NONE
GT-040,NEW,Dinesh Shukla,Mumbai-Nashik,47.47,63.29,25.77,89.1,2835,1882,MODERATE,NORMAL,0,0,NONE
GT-049,NEW,Deepak Tiwari,Nashik-Nagpur,92.75,55.79,154.07,98.2,2113,1388,OVERSPEEDING,NORMAL,1,0,NONE
GT-007,OLD,Prem Chauhan,Pune-Solapur,77.25,44.83,23.37,72.0,9203,3607,FAST,LOW,0,0,NONE
GT-016,OLD,Harish Tomar,Pune-Kolhapur,53.46,41.23,8.74,76.3,6829,3186,MODERATE,LOW,0,0,NONE
GT-046,NEW,Sanjay Mishra,Goa-Pune,37.77,81.18,27.71,99.3,8519,1149,MODERATE,NORMAL,0,0,NONE
GT-047,NEW,Santosh Joshi,Pune-Kolhapur,94.43,85.99,185.89,98.7,6082,2013,OVERSPEEDING,NORMAL,1,0,NONE
GT-010,OLD,Girish Patil,Solapur-Nagpur,117.01,19.76,22.25,67.4,1017,3891,OVERSPEEDING,CRITICAL,1,1,CRITICAL
GT-044,NEW,Anil Dubey,Aurangabad-Kolhapur,95.99,60.31,61.34,92.8,5072,1984,OVERSPEEDING,NORMAL,1,0,NONE
GT-015,OLD,Prem Chauhan,Mumbai-Pune,73.25,35.14,14.34,76.5,8395,3444,FAST,LOW,0,0,NONE
GT-033,MID,Dinesh Shukla,Goa-Pune,62.65,37.19,31.83,87.1,659,2820,FAST,LOW,0,0,NONE
GT-016,OLD,Harish Tomar,Mumbai-Aurangabad,119.22,38.0,26.66,73.3,9900,3779,OVERSPEEDING,LOW,1,1,CRITICAL
GT-042,NEW,Mahesh Iyer,Pune-Aurangabad,43.26,97.8,40.47,91.9,2552,2028,MODERATE,NORMAL,0,0,NONE
GT-043,NEW,Mahesh Iyer,Pune-Aurangabad,46.65,94.71,52.18,92.3,8236,1203,MODERATE,NORMAL,0,0,NONE
GT-023,MID,Harish Tomar,Pune-Kolhapur,83.83,43.12,36.53,73.1,9358,3124,FAST,LOW,0,0,NONE
GT-036,NEW,Anil Dubey,Pune-Nagpur,99.39,73.45,99.09,91.9,9917,1756,OVERSPEEDING,NORMAL,1,0,NONE
GT-040,NEW,Manoj Gupta,Mumbai-Nagpur,73.46,73.22,57.62,84.0,794,1829,FAST,NORMAL,1,0,NONE
GT-034,MID,Vinod Yadav,Mumbai-Nashik,75.52,67.51,30.08,75.8,8579,2362,FAST,NORMAL,0,0,NONE
GT-011,OLD,Rajesh Kumar,Mumbai-Aurangabad,57.45,57.12,12.88,72.2,6451,2951,MODERATE,NORMAL,0,0,NONE
GT-041,NEW,Ravi Patel,Pune-Aurangabad,43.33,63.45,58.87,100.0,3804,1604,MODERATE,NORMAL,0,0,NONE
GT-037,NEW,Ramesh Pandey,Mumbai-Nashik,83.49,54.33,43.46,94.9,2212,1609,FAST,NORMAL,0,0,NONE
GT-024,MID,Umesh Kapoor,Pune-Nagpur,64.89,54.13,26.63,81.3,4699,2525,FAST,NORMAL,0,0,NONE
GT-015,OLD,Sanjay Mishra,Kolhapur-Mumbai,60.79,58.6,18.35,72.7,4116,3335,FAST,NORMAL,0,0,NONE
GT-036,NEW,Dinesh Shukla,Mumbai-Pune,93.01,76.13,56.13,96.1,3590,1690,OVERSPEEDING,NORMAL,1,0,NONE
GT-022,MID,Rohit Chauhan,Kolhapur-Mumbai,76.84,56.23,26.48,81.0,5112,2459,FAST,NORMAL,0,0,NONE
GT-011,OLD,Naresh Bhatia,Nashik-Nagpur,45.18,30.2,8.29,70.6,7946,3433,MODERATE,LOW,0,0,NONE
GT-048,NEW,Satish Kumar,Pune-Nashik,58.63,90.11,48.7,100.0,677,1499,MODERATE,NORMAL,0,0,NONE
GT-038,NEW,Manoj Gupta,Pune-Solapur,89.15,67.23,60.52,94.7,577,1116,FAST,NORMAL,1,0,NONE
GT-036,NEW,Rohit Chauhan,Mumbai-Nashik,83.64,73.65,116.65,100.0,1165,1700,FAST,NORMAL,0,0,NONE
GT-029,MID,Sanjay Mishra,Mumbai-Pune,76.66,61.23,47.76,77.1,7843,2872,FAST,NORMAL,1,0,NONE
GT-006,OLD,Santosh Joshi,Mumbai-Nashik,78.54,42.16,17.54,72.3,7581,3680,FAST,LOW,1,0,NONE
GT-019,MID,Bharat Sharma,Pune-Kolhapur,62.66,76.41,26.73,77.7,7173,2727,FAST,NORMAL,0,0,NONE
GT-022,MID,Ramesh Pandey,Pune-Aurangabad,60.3,78.4,32.18,79.1,7573,2465,FAST,NORMAL,0,0,NONE
GT-005,OLD,Vinod Yadav,Solapur-Nagpur,69.71,50.68,15.24,67.5,2808,3687,FAST,NORMAL,0,0,NONE
GT-037,NEW,Deepak Tiwari,Pune-Kolhapur,81.58,68.1,67.37,99.2,2645,1155,FAST,NORMAL,1,0,NONE
GT-004,OLD,Mahesh Iyer,Goa-Pune,77.75,50.47,20.57,70.0,9559,3470,FAST,NORMAL,1,0,NONE
GT-045,NEW,Dinesh Shukla,Mumbai-Nashik,85.12,97.56,54.99,94.6,1758,2196,FAST,NORMAL,1,0,NONE
GT-042,NEW,Rajesh Kumar,Kolhapur-Mumbai,45.1,91.47,28.6,91.0,6852,1967,MODERATE,NORMAL,0,0,NONE
GT-009,OLD,Naresh Bhatia,Pune-Nashik,89.32,16.59,15.53,67.3,5675,3634,FAST,CRITICAL,1,0,NONE
GT-038,NEW,Mahesh Iyer,Mumbai-Nashik,52.17,71.62,51.65,95.7,1648,868,MODERATE,NORMAL,0,0,NONE
GT-043,NEW,Rohit Chauhan,Pune-Kolhapur,108.81,62.75,66.63,95.0,3191,1445,OVERSPEEDING,NORMAL,1,1,WARNING
GT-028,MID,Ravi Patel,Pune-Kolhapur,92.73,46.69,32.79,81.7,9558,2387,OVERSPEEDING,LOW,1,0,NONE
GT-035,MID,Deepak Tiwari,Pune-Solapur,47.1,62.8,21.96,83.1,5853,2719,MODERATE,NORMAL,0,0,NONE
GT-043,NEW,Mahesh Iyer,Pune-Nagpur,43.24,94.72,25.17,100.0,5695,1308,MODERATE,NORMAL,0,0,NONE
GT-048,NEW,Prakash Nair,Pune-Nashik,80.38,73.06,82.61,98.2,9878,1684,FAST,NORMAL,0,0,NONE
GT-024,MID,Rohit Chauhan,Kolhapur-Mumbai,51.0,41.12,18.37,81.8,7412,2646,MODERATE,LOW,0,0,NONE
GT-024,MID,Ravi Patel,Mumbai-Pune,59.55,42.39,30.44,79.4,9310,2420,MODERATE,LOW,0,0,NONE
GT-049,NEW,Santosh Joshi,Mumbai-Solapur,82.43,53.01,64.4,96.1,9467,1760,FAST,NORMAL,0,0,NONE
GT-043,NEW,Vinod Yadav,Pune-Nagpur,77.38,96.17,51.97,100.0,8961,1611,FAST,NORMAL,1,0,NONE
GT-017,OLD,Pradeep Nair,Aurangabad-Kolhapur,71.23,60.93,17.99,77.2,3972,3118,FAST,NORMAL,1,0,NONE
GT-031,MID,Girish Patil,Mumbai-Goa,45.09,39.62,18.06,89.3,4795,2404,MODERATE,LOW,0,0,NONE
GT-032,MID,Pradeep Nair,Pune-Aurangabad,117.17,45.55,37.47,81.3,996,2853,OVERSPEEDING,LOW,1,1,CRITICAL
GT-044,NEW,Suresh Yadav,Mumbai-Pune,83.04,51.7,46.18,99.2,1789,1888,FAST,NORMAL,0,0,NONE
GT-032,MID,Santosh Joshi,Aurangabad-Kolhapur,31.58,57.7,16.29,80.2,9695,2405,MODERATE,NORMAL,0,0,NONE
GT-008,OLD,Navin Joshi,Mumbai-Solapur,39.96,50.22,6.35,68.4,5844,3052,MODERATE,NORMAL,0,0,NONE
GT-026,MID,Arjun Verma,Pune-Solapur,103.0,50.39,61.31,87.9,9306,2532,OVERSPEEDING,NORMAL,1,1,WARNING
GT-023,MID,Manoj Gupta,Goa-Pune,74.36,36.38,21.52,79.0,7880,2463,FAST,LOW,1,0,NONE
GT-025,MID,Rohit Chauhan,Mumbai-Pune,47.38,73.51,19.16,86.5,1147,2516,MODERATE,NORMAL,0,0,NONE
GT-014,OLD,Suresh Yadav,Mumbai-Nagpur,37.97,39.82,6.95,74.4,8300,3076,MODERATE,LOW,0,0,NONE
GT-005,OLD,Pradeep Nair,Mumbai-Pune,31.06,23.39,4.99,70.2,5743,3477,MODERATE,LOW,0,0,NONE
GT-023,MID,Lokesh Verma,Pune-Solapur,113.87,43.06,36.44,82.2,2771,2813,OVERSPEEDING,LOW,1,1,CRITICAL
GT-019,MID,Rakesh Gupta,Nashik-Aurangabad,30.64,69.22,9.06,74.1,7331,2923,MODERATE,NORMAL,0,0,NONE
GT-033,MID,Bharat Sharma,Mumbai-Goa,41.76,58.17,24.26,82.5,3249,2861,MODERATE,NORMAL,0,0,NONE
GT-020,MID,Ramesh Pandey,Pune-Aurangabad,58.88,30.33,27.18,80.4,8051,2739,MODERATE,LOW,0,0,NONE
GT-040,NEW,Suresh Yadav,Mumbai-Goa,39.08,84.68,28.61,94.2,4168,1938,MODERATE,NORMAL,0,0,NONE
GT-013,OLD,Pradeep Nair,Solapur-Nagpur,42.83,20.87,10.73,81.0,9374,3163,MODERATE,LOW,0,0,NONE
GT-043,NEW,Bharat Sharma,Mumbai-Goa,57.3,96.77,34.25,100.0,4089,1380,MODERATE,NORMAL,0,0,NONE
GT-031,MID,Ravi Patel,Mumbai-Goa,33.52,35.38,12.47,81.7,1547,3019,MODERATE,LOW,0,0,NONE
GT-019,MID,Ramesh Pandey,Kolhapur-Mumbai,45.33,31.54,19.63,80.1,7539,2437,MODERATE,LOW,0,0,NONE
GT-033,MID,Mukesh Singh,Mumbai-Nashik,86.39,51.09,27.13,75.3,4222,3035,FAST,NORMAL,1,0,NONE
GT-024,MID,Vinod Yadav,Mumbai-Solapur,99.31,71.1,50.16,88.3,7238,2420,OVERSPEEDING,NORMAL,1,0,NONE
GT-023,MID,Rajesh Kumar,Pune-Kolhapur,62.94,56.0,19.52,85.6,5156,2366,FAST,NORMAL,0,0,NONE
GT-018,MID,Prem Chauhan,Pune-Nagpur,50.71,63.45,16.34,76.8,3493,2283,MODERATE,NORMAL,0,0,NONE
GT-029,MID,Suresh Yadav,Aurangabad-Kolhapur,60.19,51.12,24.12,85.6,9204,2758,FAST,NORMAL,0,0,NONE
GT-005,OLD,Bharat Sharma,Pune-Kolhapur,97.07,51.18,22.74,72.7,5738,3634,OVERSPEEDING,NORMAL,1,0,NONE
GT-022,MID,Umesh Kapoor,Pune-Nagpur,81.09,78.56,34.88,76.2,1374,2841,FAST,NORMAL,0,0,NONE
GT-037,NEW,Dinesh Shukla,Mumbai-Nashik,84.19,97.72,65.57,96.9,7273,913,FAST,NORMAL,1,0,NONE
GT-025,MID,Bharat Sharma,Pune-Kolhapur,75.73,52.49,31.16,82.8,2587,1864,FAST,NORMAL,0,0,NONE
GT-015,OLD,Prem Chauhan,Mumbai-Nagpur,92.62,17.14,27.91,69.7,2638,3190,OVERSPEEDING,CRITICAL,1,0,NONE
GT-036,NEW,Amit Singh,Mumbai-Pune,86.96,52.71,53.25,98.8,3397,1679,FAST,NORMAL,1,0,NONE
GT-019,MID,Anil Dubey,Solapur-Nagpur,74.65,41.87,42.41,84.1,949,2427,FAST,LOW,0,0,NONE
GT-030,MID,Prem Chauhan,Mumbai-Solapur,81.71,71.04,26.07,78.6,9245,1937,FAST,NORMAL,1,0,NONE
GT-027,MID,Vikram Sharma,Goa-Pune,70.55,60.19,34.12,85.7,7639,2294,FAST,NORMAL,0,0,NONE
GT-009,OLD,Ganesh Rao,Nashik-Nagpur,83.12,17.5,26.13,69.8,8177,3560,FAST,CRITICAL,0,0,NONE
GT-023,MID,Rohit Chauhan,Mumbai-Nashik,106.08,35.91,40.5,74.4,6912,3023,OVERSPEEDING,LOW,1,1,WARNING
GT-030,MID,Naresh Bhatia,Mumbai-Nashik,79.85,54.45,38.57,84.8,2776,1930,FAST,NORMAL,1,0,NONE
GT-045,NEW,Anil Dubey,Mumbai-Solapur,55.7,59.22,28.05,93.8,4214,1863,MODERATE,NORMAL,0,0,NONE
GT-003,OLD,Mahesh Iyer,Mumbai-Nashik,48.26,53.29,15.16,70.9,925,2795,MODERATE,NORMAL,0,0,NONE
GT-006,OLD,Prem Chauhan,Mumbai-Goa,102.29,39.29,17.91,70.3,1887,3715,OVERSPEEDING,LOW,1,1,WARNING
GT-017,OLD,Girish Patil,Pune-Solapur,58.84,27.23,10.85,71.1,6651,3520,MODERATE,LOW,0,0,NONE
GT-021,MID,Ravi Patel,Nashik-Nagpur,108.06,59.75,38.65,83.9,9882,1808,OVERSPEEDING,NORMAL,1,1,WARNING
GT-009,OLD,Vinod Yadav,Mumbai-Solapur,69.8,19.4,13.37,69.5,5177,3133,FAST,CRITICAL,0,0,NONE
GT-031,MID,Ganesh Rao,Mumbai-Aurangabad,65.23,52.81,24.85,86.9,9309,2837,FAST,NORMAL,0,0,NONE
GT-010,OLD,Rakesh Gupta,Solapur-Nagpur,88.11,25.38,19.26,70.6,5187,3520,FAST,LOW,1,0,NONE
GT-033,MID,Mahesh Iyer,Kolhapur-Mumbai,78.98,76.62,28.22,72.2,4486,3242,FAST,NORMAL,1,0,NONE
GT-011,OLD,Vikram Sharma,Nagpur-Aurangabad,93.32,22.08,27.91,75.6,2897,3132,OVERSPEEDING,LOW,1,0,NONE
